"studyid","workflowid","groupid","numerator","denominator","metric","score","flag","gsm_analysis_date"
"AA-AA-000-0000","kri0001","83",49,2604,0.0188172043010753,4.08737182971457,2,2010-07-01
"AA-AA-000-0000","kri0001","139",1,24531,0.0000407647466470996,-3.21801014732505,-2,2010-07-01
"AA-AA-000-0000","kri0001","103",10,876,0.0114155251141553,1.19644926311873,0,2010-07-01
"AA-AA-000-0000","kri0001","190",25,2314,0.0108038029386344,1.78684208000531,0,2010-07-01
"AA-AA-000-0000","kri0001","43",75,9898,0.00757728834107901,1.97492610542281,0,2010-07-01
"AA-AA-000-0000","kri0001","136",6,800,0.0075,0.549746743349668,0,2010-07-01
"AA-AA-000-0000","kri0001","97",11,1488,0.00739247311827957,0.727521741427783,0,2010-07-01
"AA-AA-000-0000","kri0001","68",9,1430,0.00629370629370629,0.490486539583629,0,2010-07-01
"AA-AA-000-0000","kri0001","70",9,1430,0.00629370629370629,0.490486539583629,0,2010-07-01
"AA-AA-000-0000","kri0001","163",15,2387,0.00628403854210306,0.63117050698944,0,2010-07-01
"AA-AA-000-0000","kri0001","135",9,1505,0.00598006644518272,0.437965267950186,0,2010-07-01
"AA-AA-000-0000","kri0001","124",4,704,0.00568181818181818,0.257124915930125,0,2010-07-01
"AA-AA-000-0000","kri0001","98",8,1420,0.00563380281690141,0.355477389984502,0,2010-07-01
"AA-AA-000-0000","kri0001","76",25,4675,0.0053475935828877,0.540104241733695,0,2010-07-01
"AA-AA-000-0000","kri0001","62",60,11546,0.00519660488480859,0.761831012030574,0,2010-07-01
"AA-AA-000-0000","kri0001","180",4,780,0.00512820512820513,0.187771893667169,0,2010-07-01
"AA-AA-000-0000","kri0001","48",3,595,0.00504201680672269,0.152730259471136,0,2010-07-01
"AA-AA-000-0000","kri0001","170",46,9211,0.00499402887851482,0.576237972328661,0,2010-07-01
"AA-AA-000-0000","kri0001","174",18,3944,0.00456389452332657,0.232272034682209,0,2010-07-01
"AA-AA-000-0000","kri0001","50",11,2425,0.0045360824742268,0.174790022035839,0,2010-07-01
"AA-AA-000-0000","kri0001","49",13,2884,0.00450762829403606,0.182424890366491,0,2010-07-01
"AA-AA-000-0000","kri0001","5",62,14237,0.00435485003863173,0.307605914612494,0,2010-07-01
"AA-AA-000-0000","kri0001","148",3,702,0.00427350427350427,0.0567526224603707,0,2010-07-01
"AA-AA-000-0000","kri0001","166",24,6101,0.00393378134732011,0.0250748878773254,0,2010-07-01
"AA-AA-000-0000","kri0001","137",3,781,0.00384122919334187,-0.00489252929971549,0,2010-07-01
"AA-AA-000-0000","kri0001","181",3,783,0.00383141762452107,-0.006370411057401,0,2010-07-01
"AA-AA-000-0000","kri0001","121",12,3171,0.00378429517502365,-0.0270432785133737,0,2010-07-01
"AA-AA-000-0000","kri0001","107",5,1414,0.00353606789250354,-0.0680910326871873,0,2010-07-01
"AA-AA-000-0000","kri0001","142",10,2831,0.00353232073472271,-0.0974150067356602,0,2010-07-01
"AA-AA-000-0000","kri0001","131",16,5246,0.00304994281357225,-0.319882457260597,0,2010-07-01
"AA-AA-000-0000","kri0001","69",14,4625,0.00302702702702703,-0.308706599626837,0,2010-07-01
"AA-AA-000-0000","kri0001","140",70,24129,0.00290107339715695,-0.809986004826841,0,2010-07-01
"AA-AA-000-0000","kri0001","57",2,711,0.00281293952180028,-0.151637557596591,0,2010-07-01
"AA-AA-000-0000","kri0001","188",2,714,0.00280112044817927,-0.153649945453556,0,2010-07-01
"AA-AA-000-0000","kri0001","7",8,3185,0.00251177394034537,-0.412045969214311,0,2010-07-01
"AA-AA-000-0000","kri0001","17",10,4234,0.00236183278223902,-0.527376144188333,0,2010-07-01
"AA-AA-000-0000","kri0001","11",7,2965,0.00236087689713322,-0.441602848456087,0,2010-07-01
"AA-AA-000-0000","kri0001","35",5,2314,0.00216076058772688,-0.441721629989523,0,2010-07-01
"AA-AA-000-0000","kri0001","27",3,1590,0.00188679245283019,-0.42471202309253,0,2010-07-01
"AA-AA-000-0000","kri0001","61",9,5569,0.001616089064464,-0.903131635434644,0,2010-07-01
"AA-AA-000-0000","kri0001","28",0,950,0,-0.64000867280017,0,2010-07-01
"AA-AA-000-0000","kri0001","52",0,876,0,-0.614576726145098,0,2010-07-01
"AA-AA-000-0000","kri0001","164",0,701,0,-0.549772567314372,0,2010-07-01
